City_ID,City,Cloudiness,Country,Current Description,Date,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
0,Qaanaaq,100,GL,overcast clouds,2020-06-20 03:18:34,83,77.48,-69.36,34.21,0.0,0.0,2.28
1,Albany,72,US,broken clouds,2020-06-20 03:18:06,85,42.6,-73.97,75.99,0.0,0.0,3.11
2,Severo-Kurilsk,100,RU,overcast clouds,2020-06-20 03:18:05,90,50.68,156.12,42.33,0.0,0.0,18.52
3,Mataura,84,NZ,broken clouds,2020-06-20 03:17:41,80,-46.19,168.86,46.63,0.0,0.0,1.63
4,Palu,85,ID,light rain,2020-06-20 03:19:17,61,-0.89,119.87,87.85,0.38,0.38,2.8
5,Ushuaia,75,AR,broken clouds,2020-06-20 03:17:40,93,-54.8,-68.3,35.6,0.0,0.0,3.36
6,Salem,40,IN,haze,2020-06-20 03:19:18,70,11.65,78.17,84.2,0.0,0.0,2.24
7,Urumqi,1,CN,clear sky,2020-06-20 03:19:18,25,43.8,87.6,77.0,0.0,0.0,4.47
8,Rikitea,100,PF,overcast clouds,2020-06-20 03:17:33,81,-23.12,-134.97,75.38,0.0,0.0,18.25
9,Puerto Ayora,68,EC,broken clouds,2020-06-20 03:17:45,93,-0.74,-90.35,70.0,0.0,0.0,1.99
10,Akyab,83,MM,moderate rain,2020-06-20 03:19:19,78,20.15,92.9,84.54,2.54,2.54,12.57
11,Santa Leopoldina,75,BR,broken clouds,2020-06-20 03:19:19,100,-20.1,-40.53,70.0,0.0,0.0,2.98
12,Fallon,75,US,broken clouds,2020-06-20 03:15:39,11,39.47,-118.78,84.2,0.0,0.0,8.05
13,Provideniya,25,RU,scattered clouds,2020-06-20 03:19:04,41,64.38,-173.3,58.86,0.0,0.0,5.44
14,Aktash,0,RU,clear sky,2020-06-20 03:19:20,40,50.3,87.73,55.69,0.0,0.0,4.59
15,Saint-Philippe,75,RE,broken clouds,2020-06-20 03:17:55,68,-21.36,55.77,69.8,0.0,0.0,14.99
16,Hithadhoo,100,MV,light rain,2020-06-20 03:17:43,77,-0.6,73.08,82.54,0.89,0.89,16.87
17,Jever,100,DE,overcast clouds,2020-06-20 03:19:20,87,53.58,7.9,57.2,0.0,0.0,4.7
18,Khuzdar,0,PK,clear sky,2020-06-20 03:19:21,47,27.74,66.64,80.73,0.0,0.0,5.21
19,Butaritari,100,KI,overcast clouds,2020-06-20 03:18:29,84,3.07,172.79,80.56,0.0,0.0,17.58
20,Busselton,0,AU,clear sky,2020-06-20 03:17:58,68,-33.65,115.33,55.99,0.0,0.0,4.0
21,Atuona,84,PF,broken clouds,2020-06-20 03:17:44,75,-9.8,-139.03,80.29,0.0,0.0,14.2
22,Chokurdakh,55,RU,broken clouds,2020-06-20 03:17:51,17,70.63,147.92,91.33,0.0,0.0,10.2
23,Hambantota,20,LK,few clouds,2020-06-20 03:18:55,79,6.12,81.12,84.2,0.0,0.0,10.29
24,Puerto Escondido,97,MX,moderate rain,2020-06-20 03:19:22,78,15.85,-97.07,82.04,1.47,1.47,2.17
25,Vaini,75,TO,broken clouds,2020-06-20 03:17:52,57,-21.2,-175.2,77.0,0.0,0.0,12.75
26,Punta Arenas,70,CL,broken clouds,2020-06-20 03:14:25,84,-53.15,-70.92,35.6,0.0,0.0,11.41
27,Hofn,100,IS,overcast clouds,2020-06-20 03:18:21,83,64.25,-15.21,51.03,0.0,0.0,16.98
28,Tuatapere,46,NZ,scattered clouds,2020-06-20 03:19:23,76,-46.13,167.68,50.58,0.0,0.0,3.51
29,New Norfolk,89,AU,overcast clouds,2020-06-20 03:18:04,81,-42.78,147.06,54.0,0.0,0.0,1.99
30,Ulladulla,0,AU,clear sky,2020-06-20 03:19:23,45,-35.35,150.47,68.0,0.0,0.0,4.7
31,Brae,98,GB,overcast clouds,2020-06-20 03:19:24,93,60.4,-1.35,55.4,0.0,0.0,5.82
32,Carnarvon,0,AU,clear sky,2020-06-20 03:18:30,64,-24.87,113.63,68.0,0.0,0.0,5.82
33,Saint George,1,US,clear sky,2020-06-20 03:18:34,7,37.1,-113.58,90.0,0.0,0.0,8.05
34,Kadnikov,79,RU,broken clouds,2020-06-20 03:19:24,79,59.5,40.34,50.23,0.0,0.0,9.69
35,Seoul,40,KR,scattered clouds,2020-06-20 03:14:27,54,37.57,126.98,84.2,0.0,0.0,5.82
36,Thompson,90,CA,light intensity drizzle,2020-06-20 03:17:58,93,55.74,-97.86,46.4,0.0,0.0,10.29
37,Salalah,75,OM,broken clouds,2020-06-20 03:18:54,78,17.02,54.09,82.4,0.0,0.0,3.36
38,Vao,38,NC,scattered clouds,2020-06-20 03:19:25,81,-22.67,167.48,68.83,0.0,0.0,21.14
39,Cape Town,75,ZA,broken clouds,2020-06-20 03:15:11,93,-33.93,18.42,61.0,0.0,0.0,8.05
40,Vardo,100,NO,overcast clouds,2020-06-20 03:17:52,76,70.37,31.11,44.11,0.0,0.0,15.19
41,Hilo,90,US,overcast clouds,2020-06-20 03:18:15,61,19.73,-155.09,80.6,0.0,0.0,9.17
42,Huancavelica,1,PE,clear sky,2020-06-20 03:19:26,92,-12.77,-74.98,33.94,0.0,0.0,0.78
43,Kapaa,75,US,broken clouds,2020-06-20 03:17:57,69,22.08,-159.32,80.6,0.0,0.0,17.22
44,Hermanus,42,ZA,scattered clouds,2020-06-20 03:17:59,95,-34.42,19.23,55.99,0.0,0.0,8.9
45,Port Lincoln,58,AU,broken clouds,2020-06-20 03:19:04,63,-34.73,135.87,54.86,0.0,0.0,23.6
46,Tuktoyaktuk,90,CA,light rain,2020-06-20 03:17:46,87,69.45,-133.04,42.8,0.0,0.0,10.29
47,Kruisfontein,33,ZA,scattered clouds,2020-06-20 03:17:59,33,-34.0,24.73,60.13,0.0,0.0,13.47
48,Sitka,90,US,moderate rain,2020-06-20 03:14:36,93,57.05,-135.33,55.4,1.02,1.02,5.82
49,Sudbury,5,CA,clear sky,2020-06-20 03:19:28,64,46.49,-80.99,68.0,0.0,0.0,5.82
50,Tasiilaq,100,GL,overcast clouds,2020-06-20 03:17:49,83,65.61,-37.64,37.76,0.0,0.0,4.85
51,Russell,1,US,clear sky,2020-06-20 03:19:28,88,32.35,-85.2,80.6,0.0,0.0,3.69
52,Hasaki,75,JP,broken clouds,2020-06-20 03:17:59,61,35.73,140.83,84.0,0.0,0.0,2.24
53,Yellowknife,20,CA,few clouds,2020-06-20 03:17:48,27,62.46,-114.35,79.0,0.0,0.0,12.75
54,Jamestown,1,US,mist,2020-06-20 03:17:53,100,42.1,-79.24,64.99,0.0,0.0,4.7
55,Torbay,90,CA,fog,2020-06-20 03:17:40,100,47.67,-52.73,44.01,0.0,0.0,8.05
56,Kavaratti,99,IN,light rain,2020-06-20 03:19:30,75,10.57,72.64,84.4,0.13,0.13,15.12
57,Nelson Bay,9,AU,clear sky,2020-06-20 03:19:30,72,-32.72,152.15,66.99,0.0,0.0,6.93
58,Hobart,75,AU,broken clouds,2020-06-20 03:17:02,93,-42.88,147.33,55.0,0.0,0.0,4.7
59,Paita,0,PE,clear sky,2020-06-20 03:19:30,84,-5.09,-81.11,64.98,0.0,0.0,13.02
60,Gat,41,IL,scattered clouds,2020-06-20 03:19:31,87,31.61,34.76,70.0,0.0,0.0,7.16
61,Port Elizabeth,0,ZA,clear sky,2020-06-20 03:18:02,36,-33.92,25.57,62.6,0.0,0.0,8.05
62,Lagoa,54,PT,broken clouds,2020-06-20 03:19:02,89,39.05,-27.98,64.62,0.0,0.0,23.04
63,Lorengau,92,PG,moderate rain,2020-06-20 03:19:06,72,-2.02,147.27,84.99,1.63,1.63,5.14
64,Ramshir,0,IR,clear sky,2020-06-20 03:19:32,42,30.89,49.41,80.6,0.0,0.0,6.93
65,Laguna,1,US,clear sky,2020-06-20 03:17:53,42,38.42,-121.42,82.0,0.0,0.0,9.17
66,Sept-Iles,75,CA,broken clouds,2020-06-20 03:19:32,87,50.2,-66.38,54.0,0.0,0.0,11.41
67,Rawson,8,AR,clear sky,2020-06-20 03:19:33,51,-43.3,-65.1,48.15,0.0,0.0,15.5
68,Codrington,23,AU,few clouds,2020-06-20 03:19:33,67,-38.27,141.97,57.69,0.0,0.0,14.52
69,Mayo,75,US,light rain,2020-06-20 03:19:34,78,38.89,-76.51,73.99,0.76,0.76,9.17
70,Kyra,40,RU,light rain,2020-06-20 03:19:34,53,49.58,111.98,72.09,0.44,0.44,4.47
71,Avarua,56,CK,broken clouds,2020-06-20 03:17:44,64,-21.21,-159.78,73.4,0.0,0.0,9.17
72,Bredasdorp,26,ZA,scattered clouds,2020-06-20 03:17:39,87,-34.53,20.04,57.2,0.0,0.0,5.5
73,Arraial Do Cabo,0,BR,clear sky,2020-06-20 03:17:48,81,-22.97,-42.03,71.83,0.0,0.0,9.31
74,Touros,90,BR,moderate rain,2020-06-20 03:19:35,100,-5.2,-35.46,73.4,0.0,0.0,9.17
75,Mahebourg,75,MU,shower rain,2020-06-20 03:18:03,73,-20.41,57.7,71.6,0.0,0.0,14.99
76,Barrow,1,US,clear sky,2020-06-20 03:18:05,70,71.29,-156.79,42.8,0.0,0.0,8.05
77,Tokur,75,RU,broken clouds,2020-06-20 03:19:36,54,53.13,132.9,61.88,0.0,0.0,2.06
78,Bolobo,0,CD,clear sky,2020-06-20 03:19:36,62,-2.17,16.23,70.25,0.0,0.0,2.42
79,Kyaikkami,70,MM,moderate rain,2020-06-20 03:19:37,82,16.08,97.57,82.04,1.42,1.42,10.29
80,Asau,89,RO,overcast clouds,2020-06-20 03:18:58,100,46.43,26.4,63.0,0.0,0.0,5.53
81,Skjervoy,0,NO,clear sky,2020-06-20 03:19:37,76,70.03,20.97,44.71,0.0,0.0,8.63
82,Bocana De Paiwas,28,NI,light rain,2020-06-20 03:19:37,93,12.79,-85.12,73.92,0.11,0.11,6.31
83,Ballina,90,AU,overcast clouds,2020-06-20 03:19:38,68,-28.87,153.57,66.2,0.0,0.0,5.82
84,Victoria,21,HK,few clouds,2020-06-20 03:17:10,62,22.29,114.16,93.0,0.0,0.0,13.0
85,Omsukchan,93,RU,overcast clouds,2020-06-20 03:19:38,55,62.53,155.8,63.03,0.0,0.0,3.29
86,Khani,75,GE,broken clouds,2020-06-20 03:19:38,93,41.96,42.96,62.6,0.0,0.0,3.36
87,Tual,82,ID,broken clouds,2020-06-20 03:19:39,79,-5.67,132.75,80.49,0.0,0.0,21.34
88,Roma,20,US,few clouds,2020-06-20 03:19:39,60,43.21,-75.46,75.2,0.0,0.0,2.39
89,Saskylakh,51,RU,broken clouds,2020-06-20 03:18:24,27,71.92,114.08,81.54,0.0,0.0,8.14
90,Bengkulu,32,ID,scattered clouds,2020-06-20 03:18:11,65,-3.8,102.27,83.1,0.0,0.0,1.92
91,Srednekolymsk,83,RU,broken clouds,2020-06-20 03:19:39,20,67.45,153.68,88.52,0.0,0.0,13.27
92,Leningradskiy,11,RU,few clouds,2020-06-20 03:19:40,57,69.38,178.42,47.28,0.0,0.0,5.35
93,Sapa,96,PH,overcast clouds,2020-06-20 03:19:40,60,5.15,120.32,86.9,0.0,0.0,4.76
94,Abeche,82,TD,broken clouds,2020-06-20 03:19:40,66,13.83,20.83,79.25,0.0,0.0,8.37
95,Huarmey,56,PE,broken clouds,2020-06-20 03:19:41,86,-10.07,-78.15,62.49,0.0,0.0,8.14
96,Dunedin,48,NZ,scattered clouds,2020-06-20 03:19:41,72,-45.87,170.5,52.0,0.0,0.0,11.01
97,Adeje,20,ES,few clouds,2020-06-20 03:19:41,77,28.12,-16.73,73.0,0.0,0.0,11.41
98,Ponta Do Sol,75,PT,broken clouds,2020-06-20 03:19:42,72,32.67,-17.1,68.0,0.0,0.0,6.93
99,Itoman,75,JP,shower rain,2020-06-20 03:19:42,84,26.12,127.67,87.8,0.0,0.0,13.87
100,Basoko,43,CD,scattered clouds,2020-06-20 03:19:42,70,1.24,23.62,70.72,0.0,0.0,1.66
101,Dondo,40,MZ,scattered clouds,2020-06-20 03:19:42,82,-19.61,34.74,64.4,0.0,0.0,11.41
102,Kahului,40,US,scattered clouds,2020-06-20 03:15:07,48,20.89,-156.47,84.2,0.0,0.0,21.92
103,Palauig,45,PH,light rain,2020-06-20 03:19:43,69,15.44,119.9,85.8,0.42,0.42,6.17
104,Novyy Svit,86,UA,overcast clouds,2020-06-20 03:19:43,56,47.81,38.02,67.89,0.0,0.0,10.78
105,Dharmavaram,60,IN,broken clouds,2020-06-20 03:19:44,58,14.43,77.72,83.93,0.0,0.0,18.45
106,Castro,15,BR,few clouds,2020-06-20 03:17:47,94,-24.79,-50.01,57.69,0.0,0.0,5.08
107,Okato,8,NZ,clear sky,2020-06-20 03:19:44,91,-39.2,173.88,55.99,0.0,0.0,1.01
108,Carutapera,32,BR,light rain,2020-06-20 03:19:10,94,-1.2,-46.02,74.21,0.61,0.61,5.06
109,Chuy,96,UY,overcast clouds,2020-06-20 03:18:40,94,-33.7,-53.46,54.75,0.0,0.0,6.85
110,Ixtapa,20,MX,few clouds,2020-06-20 03:19:45,69,20.7,-105.2,80.6,0.0,0.0,6.93
111,Humaita,27,BR,scattered clouds,2020-06-20 03:19:45,75,-7.51,-63.02,76.59,0.0,0.0,2.37
112,Clyde River,1,CA,clear sky,2020-06-20 03:18:15,100,70.47,-68.59,30.2,0.0,0.0,14.99
113,Upernavik,23,GL,few clouds,2020-06-20 03:18:27,72,72.79,-56.15,39.47,0.0,0.0,6.69
114,Viet Tri,40,VN,scattered clouds,2020-06-20 03:19:46,66,21.3,105.43,89.6,0.0,0.0,8.05
115,Port Alfred,17,ZA,few clouds,2020-06-20 03:18:16,33,-33.59,26.89,69.01,0.0,0.0,14.0
116,Yima,87,CN,overcast clouds,2020-06-20 03:19:46,99,34.74,111.88,86.0,0.0,0.0,10.69
117,Sri Aman,20,MY,few clouds,2020-06-20 03:19:46,83,1.24,111.46,80.6,0.0,0.0,3.36
118,Korla,0,CN,clear sky,2020-06-20 03:19:47,70,41.76,86.15,73.99,0.0,0.0,8.93
119,Souillac,75,MU,shower rain,2020-06-20 03:19:47,73,-20.52,57.52,71.6,0.0,0.0,14.99
120,Kodiak,75,US,broken clouds,2020-06-20 03:18:06,71,57.79,-152.41,53.6,0.0,0.0,13.87
121,Santa Fe,9,AR,fog,2020-06-20 03:19:47,100,-31.63,-60.7,55.0,0.0,0.0,3.36
122,Longyearbyen,20,SJ,few clouds,2020-06-20 03:16:57,75,78.22,15.64,41.0,0.0,0.0,10.29
123,Carberry,20,CA,few clouds,2020-06-20 03:19:48,47,49.87,-99.36,57.2,0.0,0.0,5.82
124,Mikhaylovka,44,RU,scattered clouds,2020-06-20 03:19:48,64,50.06,43.24,67.59,0.0,0.0,9.42
125,Lompoc,34,US,scattered clouds,2020-06-20 03:13:43,77,34.64,-120.46,62.6,0.0,0.0,12.75
126,Ormara,42,PK,scattered clouds,2020-06-20 03:18:51,78,25.21,64.64,85.01,0.0,0.0,7.2
127,Tiksi,0,RU,clear sky,2020-06-20 03:18:26,34,71.69,128.87,68.43,0.0,0.0,5.44
128,Vanimo,45,PG,light rain,2020-06-20 03:19:43,72,-2.67,141.3,84.58,0.71,0.71,3.71
129,Reyes,33,BO,scattered clouds,2020-06-20 03:19:49,79,-14.32,-67.38,73.8,0.0,0.0,1.86
130,Luang Prabang,75,LA,broken clouds,2020-06-20 03:19:50,78,19.89,102.13,82.4,0.0,0.0,2.33
131,Sao Joao Da Barra,56,BR,broken clouds,2020-06-20 03:18:55,91,-21.64,-41.05,71.56,0.0,0.0,10.67
132,Asosa,84,ET,broken clouds,2020-06-20 03:19:50,84,10.07,34.53,61.95,0.0,0.0,3.47
133,Pyshchug,96,RU,overcast clouds,2020-06-20 03:19:50,92,58.89,45.71,54.05,0.0,0.0,10.07
134,Severodvinsk,40,RU,scattered clouds,2020-06-20 03:19:15,70,64.56,39.83,46.4,0.0,0.0,8.95
135,Ilulissat,0,GL,clear sky,2020-06-20 03:17:58,75,69.22,-51.1,41.0,0.0,0.0,8.05
136,Lebu,100,CL,light rain,2020-06-20 03:17:45,86,-37.62,-73.65,52.48,0.22,0.22,16.73
137,Puerto Carreno,100,CO,overcast clouds,2020-06-20 03:19:49,89,6.19,-67.49,76.32,0.0,0.0,3.11
138,Kaitangata,66,NZ,broken clouds,2020-06-20 03:18:22,81,-46.28,169.85,48.0,0.0,0.0,5.99
139,Beira,40,MZ,scattered clouds,2020-06-20 03:19:52,82,-19.84,34.84,64.4,0.0,0.0,11.41
140,Chapais,40,CA,scattered clouds,2020-06-20 03:17:49,68,49.78,-74.85,71.6,0.0,0.0,5.82
141,San Carlos De Bariloche,75,AR,broken clouds,2020-06-20 03:19:25,86,-41.15,-71.31,37.4,0.0,0.0,5.82
142,Wanaka,33,NZ,scattered clouds,2020-06-20 03:19:53,79,-44.7,169.15,41.0,0.0,0.0,1.01
143,Lyaskelya,71,RU,broken clouds,2020-06-20 03:19:53,68,61.77,31.02,51.73,0.0,0.0,7.11
144,Cabo San Lucas,42,MX,scattered clouds,2020-06-20 03:18:10,76,22.89,-109.91,82.99,0.0,0.0,14.54
145,Cherskiy,5,RU,clear sky,2020-06-20 03:18:37,24,68.75,161.3,83.07,0.0,0.0,5.97
146,Krasnoselkup,99,RU,moderate rain,2020-06-20 03:19:54,88,65.7,82.47,44.8,1.41,1.41,15.3
147,Gizo,56,SB,light rain,2020-06-20 03:18:48,70,-8.1,156.84,84.22,0.13,0.13,1.5
148,Kondoa,10,TZ,clear sky,2020-06-20 03:19:54,91,-4.9,35.78,54.82,0.0,0.0,1.57
149,Samarai,66,PG,light rain,2020-06-20 03:18:33,85,-10.62,150.67,79.61,0.31,0.31,12.75
150,Mar Del Plata,0,AR,clear sky,2020-06-20 03:18:22,93,-38.0,-57.56,55.99,0.0,0.0,9.17
151,Svetlogorsk,75,BY,broken clouds,2020-06-20 03:19:55,93,52.63,29.73,63.54,0.0,0.0,6.24
152,Kargil,80,IN,broken clouds,2020-06-20 03:19:55,44,34.57,76.1,51.24,0.0,0.0,4.45
153,Vallenar,0,CL,clear sky,2020-06-20 03:17:27,37,-28.57,-70.76,61.65,0.0,0.0,1.39
154,Nouadhibou,0,MR,clear sky,2020-06-20 03:19:56,73,20.93,-17.03,71.6,0.0,0.0,18.34
155,Port Hardy,90,CA,light intensity shower rain,2020-06-20 03:18:26,88,50.7,-127.42,62.6,0.0,0.0,4.7
156,Jining,100,CN,overcast clouds,2020-06-20 03:19:56,45,35.41,116.58,84.69,0.0,0.0,10.85
157,Teya,100,RU,light rain,2020-06-20 03:19:56,86,60.38,92.63,54.14,0.23,0.23,2.42
158,Lavrentiya,0,RU,clear sky,2020-06-20 03:18:12,40,65.58,-171.0,55.58,0.0,0.0,15.17
159,Aiquile,0,BO,clear sky,2020-06-20 03:19:57,84,-18.2,-65.18,53.42,0.0,0.0,3.6
160,Shadegan,0,IR,clear sky,2020-06-20 03:19:57,42,30.65,48.66,87.8,0.0,0.0,6.93
161,Norman Wells,75,CA,broken clouds,2020-06-20 03:18:13,41,65.28,-126.83,78.8,0.0,0.0,4.7
162,Castres,11,FR,few clouds,2020-06-20 03:19:58,87,43.58,2.17,54.0,0.0,0.0,3.36
163,East London,0,ZA,clear sky,2020-06-20 03:18:05,31,-33.02,27.91,66.9,0.0,0.0,10.69
164,Iqaluit,75,CA,broken clouds,2020-06-20 03:17:09,86,63.75,-68.51,37.4,0.0,0.0,8.05
165,Geraldton,0,AU,clear sky,2020-06-20 03:17:50,45,-28.77,114.6,62.6,0.0,0.0,21.92
166,Katsuura,62,JP,broken clouds,2020-06-20 03:17:48,63,35.13,140.3,84.0,0.0,0.0,5.01
167,Marsa Matruh,0,EG,clear sky,2020-06-20 03:19:59,82,31.35,27.25,66.2,0.0,0.0,5.82
168,Saint-Joseph,75,RE,broken clouds,2020-06-20 03:19:59,68,-21.37,55.62,69.8,0.0,0.0,14.99
169,Handan,19,CN,few clouds,2020-06-20 03:19:59,43,36.6,114.47,88.93,0.0,0.0,12.15
170,Bluff,95,NZ,overcast clouds,2020-06-20 03:18:08,75,-46.6,168.33,47.12,0.0,0.0,10.31
171,Mbigou,7,GA,clear sky,2020-06-20 03:17:07,98,-1.9,11.91,64.92,0.0,0.0,1.1
172,Trogir,99,HR,overcast clouds,2020-06-20 03:20:00,52,43.51,16.25,69.8,0.0,0.0,9.17
173,Aden,0,YE,clear sky,2020-06-20 03:20:00,81,12.78,45.04,86.09,0.0,0.0,5.1
174,Tilichiki,6,RU,clear sky,2020-06-20 03:20:00,70,60.47,166.1,58.8,0.0,0.0,8.88
175,Rottingdean,100,GB,overcast clouds,2020-06-20 03:16:50,93,50.81,-0.06,59.0,0.0,0.0,1.99
176,Georgetown,20,MY,few clouds,2020-06-20 03:17:31,88,5.41,100.34,80.6,0.0,0.0,5.82
177,Santa Cruz De Tenerife,90,ES,overcast clouds,2020-06-20 03:20:01,88,28.47,-16.25,66.0,0.0,0.0,6.93
178,Hami,100,CN,light rain,2020-06-20 03:20:01,57,42.8,93.45,68.86,0.75,0.75,29.59
179,Iquitos,51,PE,broken clouds,2020-06-20 03:16:33,93,-3.75,-73.25,72.41,0.0,0.0,1.86
180,Tuy Hoa,96,VN,overcast clouds,2020-06-20 03:20:02,56,13.08,109.3,89.83,0.0,0.0,3.87
181,Eyl,40,SO,scattered clouds,2020-06-20 03:20:02,56,7.98,49.82,82.63,0.0,0.0,29.19
182,Raul Soares,100,BR,overcast clouds,2020-06-20 03:20:03,87,-20.1,-42.45,65.57,0.0,0.0,1.3
183,Portland,1,US,clear sky,2020-06-20 03:15:15,44,45.52,-122.68,82.0,0.0,0.0,6.93
184,Port Hedland,0,AU,clear sky,2020-06-20 03:20:03,24,-20.32,118.57,82.4,0.0,0.0,19.46
185,Shihezi,0,CN,clear sky,2020-06-20 03:20:03,18,44.3,86.03,83.61,0.0,0.0,4.56
186,Biak,92,ID,light rain,2020-06-20 03:20:01,78,-0.91,122.88,82.36,0.84,0.84,6.15
187,Waipawa,100,NZ,light rain,2020-06-20 03:17:40,91,-41.41,175.52,57.99,0.17,0.17,10.69
188,Mogadishu,75,SO,broken clouds,2020-06-20 03:20:04,85,2.04,45.34,77.4,0.0,0.0,16.35
189,Abu Samrah,13,SY,few clouds,2020-06-20 03:20:04,74,35.3,37.18,66.92,0.0,0.0,16.58
190,Sao Jose Da Coroa Grande,25,BR,scattered clouds,2020-06-20 03:20:05,82,-8.9,-35.15,76.57,0.0,0.0,12.03
191,Lazaro Cardenas,2,MX,clear sky,2020-06-20 03:20:05,71,17.96,-102.2,79.48,0.0,0.0,3.85
192,Lufilufi,90,WS,heavy intensity drizzle,2020-06-20 03:20:05,100,-13.87,-171.6,78.8,0.0,0.0,6.93
193,Mount Gambier,90,AU,overcast clouds,2020-06-20 03:18:36,93,-37.83,140.77,50.0,0.0,0.0,11.41
194,Taltal,9,CL,clear sky,2020-06-20 03:20:06,75,-25.4,-70.48,56.48,0.0,0.0,4.03
195,Marawi,17,PH,light rain,2020-06-20 03:18:20,79,8.0,124.29,84.0,0.84,0.84,5.99
196,College,75,US,broken clouds,2020-06-20 03:20:06,77,64.86,-147.8,60.8,0.0,0.0,4.7
197,Mana,10,GF,clear sky,2020-06-20 03:20:07,87,5.66,-53.78,78.22,0.0,0.0,7.85
